index,premise,hypothesis,concatenation_spectral_k2,concatenation_gmm_k2,concatenation_hierarchical_k2,concatenation_spectral_k3,concatenation_gmm_k3,concatenation_hierarchical_k3,concatenation_spectral_k4,concatenation_gmm_k4,concatenation_hierarchical_k4,concatenation_spectral_k5,concatenation_gmm_k5,concatenation_hierarchical_k5,concatenation_spectral_k10,concatenation_gmm_k10,concatenation_hierarchical_k10,semantic_coherence_spectral_k2,semantic_coherence_gmm_k2,semantic_coherence_hierarchical_k2,semantic_coherence_spectral_k3,semantic_coherence_gmm_k3,semantic_coherence_hierarchical_k3,semantic_coherence_spectral_k4,semantic_coherence_gmm_k4,semantic_coherence_hierarchical_k4,semantic_coherence_spectral_k5,semantic_coherence_gmm_k5,semantic_coherence_hierarchical_k5,semantic_coherence_spectral_k10,semantic_coherence_gmm_k10,semantic_coherence_hierarchical_k10
2335,A man in a black shirt is holding a microphone on stage with a drummer and guitarist.,The group is having a food fight.,0,0,0,2,0,1,0,0,0,2,0,0,6,6,0,0,0,0,0,2,0,0,0,0,0,4,0,1,8,8
2336,A man playing an music with a case open displaying music with a drink and can holding down the shits.,The man is inside sound asleep.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,9
2337,People passing water balloons in the street,A horse is in the laundry room.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2338,A small boy is running to catch the ball.,Small boy crying for chocolate,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,0,0,0,0,0,0,3,0,0,3,1,0,3,5
2339,Four people are riding in a bright orange boat wearing life vests and white helmets.,Everyone is in a plane.,0,0,0,2,0,1,0,0,0,2,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8
2340,A person dressed in an orange uniform walking towards two women.,A man puts a child to sleep.,0,1,1,1,1,0,1,1,1,4,1,4,1,8,9,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2341,Two women and a man are standing next to a picnic table covered in food and water.,Three people are in a car.,0,0,0,2,0,1,0,0,0,2,0,0,9,6,0,0,0,0,0,2,0,0,0,0,0,4,0,1,8,8
2342,Two people are standing in a room one of whom is smoking the shots are of the back of the foreground person.,Two people are in a room sitting.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2343,Jumping with purple balls is so much fun!,n/a,0,1,0,2,0,2,2,0,2,4,2,2,0,1,7,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2344,An elderly man is using his cellphone.,An old man is swimming.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,0,0,0,3,0,0,2,0,7,6,0
2345,A group of adults and children gather around to plant a baby tree.,The people are playing a flower.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
2346,A young woman sips on a drink through a straw.,"The woman is brushing her teeth, about ready to go to bed.",0,1,0,1,2,1,1,3,0,0,3,1,2,9,5,0,0,1,0,2,1,0,0,1,0,4,4,7,8,4
2347,A musician sings a song and plays the guitar.,A man plays the tuba.,0,1,0,1,1,2,1,1,2,0,1,2,6,1,4,0,0,0,0,0,0,0,3,0,0,2,0,7,3,0
2348,Three men and one woman are sorting through stacks of light blue papers.,Three men and a woman head off to a bar.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
2349,A musician performs on the side of the road.,There is a man begging for money on the side of the road.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,2,0,1,2,0,1,2,7,1,2
2350,"An Asian chef is in the foreground, working over a steaming grill while a younger man is behind him.",A chef is giving a lecture at the local college on the art of food.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,0,2,0,3,2,0,0,2,1,3,2
2351,Children are contemplating their next move in a game of checkers.,the children are playing chess,0,0,0,2,0,2,2,0,2,4,2,2,0,7,7,0,1,0,2,1,2,2,1,2,2,1,2,5,7,2
2352,A woman with a black shirt and turquoise purse across her chest is at a table with 3 boys and 1 girl making a craft.,A man is making a craft.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0
2353,A tennis player in a white shirt is hitting the ball.,The tennis player has on a pink shirt.,0,1,0,2,2,2,2,3,2,0,1,2,3,1,7,0,1,0,0,1,2,0,1,2,0,1,2,9,0,2
2354,A woman in a purple dress walks in a crowd.,A woman jumps in a swimming pool wearing her dress.,0,1,0,1,2,1,1,3,0,0,3,1,2,9,5,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1
2355,A man in a work suit fixing something on a track.,The man is not wearing a work suit.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,3,0,0,2,0,7,1,0
2356,Four men paddling down a tree lined river.,The people on the boat are fishing.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
2357,"A boy improvises bowling, using a basketball released toward aerosol cans set up as bowling pins.",A boy is throwing a basketball into a hoop.,0,1,0,2,1,2,2,1,2,4,2,2,0,2,7,0,1,0,0,1,2,0,1,2,0,3,2,0,7,2
2358,A family walks a trail through a forest.,The family sits in the dark forest waiting for daybreak.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,0,0,1,0,0,3,0,1,3,8
2359,A man in red and white runs with a rugby ball as another man in blue attempts to tackle him while two other men look on.,The men are at an opera.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,0,0,2,0,0,2,0,0,4,0,7,8,0
2360,A man is making pottery and peering closely at the object he is making.,The woman paints a picture of a beach.,0,1,0,1,2,1,1,3,0,0,3,0,1,4,0,0,0,0,0,2,0,0,2,0,0,4,0,7,2,0
2361,A black man with green shorts and a black shirt sitting on a concrete slab.,A black man wearing a clownsuit is getting ready for the party.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,0,0,0,2,0,3,2,0,2,2,7,1,2
2362,A yellow bus with No 3113 on the bus stop and people hopping in.,People getting off a bus.,0,0,0,2,0,1,0,0,0,2,0,0,9,6,0,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
2363,One lone skier is making his way down a snowy mountain slope which has many ski track marks visible on the snow pack and a ski lift in the background.,A man is surfing at the beach.,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,0,1,0,2,1,0,2,1,0,4,4,7,6,4
2364,A group of men are waiting at a train station platform.,Two women wait at the airport.,0,0,0,2,0,1,0,0,0,2,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,8,8
2365,An artists is drawing a comical sketch of a young boy.,The artist draws a sketch of a turtle.,0,1,0,1,1,1,1,1,0,0,2,0,1,2,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2366,"A street performer strumming on his guitar, waiting for people to toss him tips.",bet midler performs in a theater,0,1,0,1,1,2,0,1,2,0,1,2,6,1,4,0,0,1,0,0,1,0,3,1,0,4,4,7,6,4
2367,Two men in tan uniforms standing near an eye clinic.,A child makes a sandwich.,0,1,0,2,0,1,2,1,0,2,2,0,9,2,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2368,Two men playing stringed instruments.,Two guys are playing saxophones.,0,0,0,2,0,2,0,0,2,2,0,2,6,0,4,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2369,There are red balloons inside an eating establishment.,Balloons flying into the sky.,0,0,0,1,0,2,0,0,2,0,0,2,9,6,1,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2370,A girl wearing a hat near a Domino's Pizza sign.,a man breaking down a sign,0,1,0,1,1,2,1,1,2,0,1,2,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,7,5,0
2371,"Four men, two of them with guitars, perform on a stage while several people with their hands in the air watch.",Four men are playing pianos for several people.,0,0,0,2,0,2,0,0,2,2,0,2,6,0,4,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2372,A young woman with a stroller and baby waits to cross the street.,A woman is feeding her child a large cheeseburger.,0,1,0,1,2,1,1,3,0,0,3,1,2,9,5,0,0,0,0,0,0,0,0,0,0,4,1,1,8,5
2373,A little boy standing and playing on a chained fence.,A boy is sitting and playing in dirt.,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,1,0,0,0,0,0,3,0,0,3,1,0,1,5
2374,A man looking at something.,The man is sleeping.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,2,0,0,1,0,2,1,0,2,1,0,4,4,7,6,9
2375,The little boy in the blue shirt kicks the soccer ball.,The boy is sitting.,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,1,0,0,0,0,0,3,0,0,3,1,0,3,5
2376,Boy in striped shirt looks at peaceful lake.,Boy is playing his video games indoors.,0,1,1,1,1,0,2,1,1,4,2,4,0,2,9,0,0,0,0,2,0,0,2,0,0,4,1,0,2,5
2377,"Two men with oars, one with a helmet, are riding in a canoe.",Two women are in a canoe.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2378,"Two women, both wearing skirts, under a blanket of dark light, walking along a brick sidewalk, preparing to board an escalator.",Two women are jogging towards the elevator.,0,0,0,2,0,1,0,0,0,2,3,1,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
2379,Woman standing with man holding a camcorder and smiling into lens.,A man and woman are eating dinner.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,2,1,0,0,1,0,4,4,1,8,4
2380,Two smiling little blond girls in pink pants swing from a metal bar.,Two sisters cry at a wedding.,0,0,0,2,0,1,0,0,0,4,0,0,2,7,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2381,A black lady is sitting on a chair with a cart full of bags setting beside her and a brick wall with graffiti and a chain link fence behind her.,The woman in the chair is white.,0,1,0,1,2,1,1,3,0,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
2382,A man dressed in a purple shirt and red bandanna smiles at the people watching him.,The man is wearing black and white.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,3,0,0,2,0,7,6,0
2383,A gold statue of a man is posed as like he is reeling a film.,The statue was silver.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2384,"A man with a blue, yellow and green swimming cap is wearing goggles and swimming.",The woman with the grey swimming cap is wearing goggles and swimming.,0,1,0,1,2,1,1,3,0,0,3,0,2,4,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2385,A man in a red jacket is snowboarding near a forest.,The man is afraid of the cold weather.,0,1,0,1,1,1,1,1,0,0,1,0,8,8,0,0,1,1,0,0,1,0,3,1,0,2,4,7,6,9
2386,A man playing a violin is in front of another man playing the accordion.,The orchestra is playing,0,0,0,2,0,2,0,0,2,2,0,2,6,0,4,0,1,0,0,1,0,0,1,0,0,3,0,1,0,0
2387,A man in a green apron roasts a pig over coals.`,The woman is roasting a duck.,0,1,0,1,2,1,1,3,0,0,3,0,1,4,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0
2388,A skier is by himself in the woods.,A man is sleeping.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,2,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
2389,"A blue, red, and yellow plane does a loop in the air.",The plane is black.,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,3,0,1,0,8
2390,A dog walking in the snow,The dog is inside the dog house.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,0,0,1,0,0,1,3,3,1,3,3,2,9,3
2391,Many people gather in a large zen garden in front of some colorful houses.,The houses have no color to them.,0,0,0,2,0,1,0,0,0,2,0,0,9,5,2,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
2392,A climber scales a cliff as others watch.,The climber is fast asleep in his own bed.,0,1,0,1,1,1,1,1,0,0,1,0,1,5,2,0,0,1,0,2,1,0,2,1,0,4,4,7,4,4
2393,Happy man grilling meat on his barbecue.,The grill is not being used.,0,1,0,1,1,1,1,1,0,0,1,0,1,5,0,0,1,0,0,1,0,0,1,0,0,1,0,7,0,0
2394,A woman in a white dress holding flowers standing in front of 4 cows.,A bride is riding a horse.,0,1,0,1,2,1,1,3,0,0,3,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
2395,An older man smokes on a bench.,An older man eats a sandwich on a chair.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,0,0,0,3,0,0,2,0,7,6,0
2396,A man in a blue shirt is pushing another man in a white shirt during football practice.,Two girls are skipping rope,0,0,0,2,0,1,2,0,0,2,0,0,9,0,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2397,A picture of a person performing a stunt on skies wearing a yellow and dark blue suit.,A person wearing a green helmet is dancing.,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,1,0,0,0,0,0,3,0,0,0,0,7,3,0
2398,A man wearing red shorts is sitting on a chair.,The man is standing up.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,0,0,2,0,0,3,0,0,2,0,7,6,0
2399,The mother is helping her baby brush his teeth with his big boy green toothbrush.,The mother is tucking the baby in to bed,0,1,1,1,2,0,1,3,1,4,3,4,1,9,9,0,0,1,0,0,1,0,3,1,0,3,4,7,3,4
2400,A man is hammering an anvil.,An office worker seen at work.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,2,0,0,2,0,0,2,0,7,6,0
2401,a girl peeks through the green leaves.,The girl is sleeping in the jungle.,0,1,0,1,2,1,2,3,0,4,2,1,2,5,6,0,0,0,0,2,0,0,2,0,0,4,0,6,5,6
2402,"An older model, red car with the racing number ""96"" drives down a dirt road.",The truck is dead on the side of the road.,0,1,0,1,2,1,0,1,0,2,1,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
2403,A man reads the newspaper while his three children play on the playground.,A man is writing a book while his three children watch a movie.,0,0,1,2,1,0,0,1,1,2,1,4,9,8,8,0,1,0,0,0,0,0,3,0,0,0,0,1,3,0
2404,The store is very busy and clustered with customers and their shopping carts waiting in line and shopping.,the house is empty,0,0,0,2,0,2,0,0,2,2,0,2,9,5,1,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2405,2 women and a man sitting on a ledge using a yellow bucket.,2 dogs and a man sitting on a ledge using a yellow bucket.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2406,People are climbing a rock face.,people have fell off the mountain and died,0,0,0,1,0,1,1,0,0,0,0,0,8,6,0,0,1,0,0,0,2,0,0,2,0,0,2,1,3,2
2407,A man wearing a hat leans against a bench and holds a cup.,A man is sleeping on a park bench.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,0,1,0,3,1,0,2,4,7,1,9
2408,A young man is sitting alone in the dark playing with his instrument,The man is surrounded by people as he plays his guitar.,0,1,0,1,1,2,1,1,2,0,1,2,6,8,4,0,0,0,0,0,0,0,3,0,0,2,0,7,6,0
2409,A woman plays hide-and-go-seek with a check scarf as she sits with a man in a dark colored jacket.,The woman is skiing down a mountain.,0,1,0,1,2,2,1,3,2,0,3,2,9,9,1,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
2410,It appears to be a makeshift boat floating down a river while a woman is singing.,A person is weight lifting at the gym.,0,1,0,1,2,1,1,3,0,0,3,1,1,4,5,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2411,"Two guys, one playing a guitar, the other a keyboard.","Two guys, one talking on his cellphone, the other a computer game.",0,0,0,2,0,2,0,0,2,2,0,2,6,0,4,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0
2412,"Two chefs in white are working in the kitchen, while a woman sits at a nearby counter.",A chef teaching in a classroom.,0,1,0,1,1,1,1,1,0,0,1,0,1,6,0,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
2413,Two old men look at pieces of paper in a fast food restaurant.,Two old men are stripping for tips.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,3,0
2414,Black and white dog running across grass.,the dogs are getting a bath,1,0,1,0,0,0,3,2,3,3,4,3,4,3,3,1,0,0,1,2,0,1,2,3,3,4,3,3,8,3
2415,A boy getting his hair buzzed off by another boy.,A girl braiding her hair.,0,1,0,1,2,1,1,3,0,0,2,0,2,2,0,0,0,0,0,0,2,0,3,2,0,3,2,7,3,2
2416,A young boy with a white shirt is holding two large ripe green organic food items.,A boy in a red shirt is holding two pigs.,0,1,0,1,1,1,2,1,0,4,2,0,0,2,0,0,1,0,0,1,0,0,3,0,0,3,1,0,3,5
2417,A middle-aged man in a Superman shirt and knee socks walks down a sidewalk past a brick building.,The man is flying through the air.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
2418,A group of tourists aboard a small and colorful boat in the waters of a Southeast Asian country.,Tourists boarding a boat,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2419,Two dark-haired men are sailing a fishing boat.,Two girls are playing house in their backyard.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,7,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2420,A couple in black coats is looking at the camera with pleasant expressions on their faces.,A couple is walking across a bridge together wearing nothing but bathing suits.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,1,0,0,1,0,0,1,0,4,4,1,8,4
2421,A little girl leans on a bench besides a wood-burning stove.,a girl is on fire,0,1,0,1,2,2,1,3,2,4,2,2,2,4,1,0,1,0,0,0,0,0,3,0,0,0,0,6,5,6
2422,A couple of guys that are working on some type of project.,The women are working on a project in the house.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,1,0,0,1,0,0,1,0,0,4,1,3,4
2423,Two ladies standing outside with umbrellas.,The two ladies are inside.,0,0,0,2,0,1,0,0,0,2,0,1,2,9,5,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1
2424,A young women rollerskating in an empty swimming pool.,A young man rollerskating.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,2,0,3,2,0,3,2,7,7,2
2425,A hockey player looks intently downward.,A soccer player looks intently downward.,0,1,0,2,1,2,2,1,2,1,1,2,3,1,7,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2426,Two men wearing wetsuits riding a wave on surfboards.,Two men wearing dress riding on scooters.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0
2427,A blond girl is performing karate and kicking through blocks of wood.,A young girl is training to be a ninja.,0,1,0,1,2,1,2,3,0,4,2,0,2,4,0,0,1,0,0,1,0,0,1,0,0,1,0,6,5,6
2428,A person on a jet-ski flying in the air.,Nobody on a jet-ski.,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,1,0,0,1,2,3,3,2,4,3,2,1,3,2
2429,A small group of Asian women wearing redhead scarves and black shirts are shopping.,The group of asian women are playing Mahjong.,0,0,0,2,0,1,0,0,0,2,3,1,2,9,5,0,1,0,0,0,0,0,0,0,0,0,0,1,5,1
2430,A group of people stand in front of a large apartment building.,There wasn't a sole outside.,0,0,0,2,0,1,0,0,0,2,0,0,9,5,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2431,Children in uniforms stand in the road with a dog.,the children are with a cat,0,0,1,2,0,0,0,0,3,2,2,3,4,7,3,0,0,1,2,0,1,2,0,1,2,0,4,5,3,4
2432,Three people wearing black ride Segways through a market district.,Two people doing flips.,0,0,0,2,0,1,0,0,0,2,0,0,9,6,0,0,0,1,0,0,1,0,0,1,0,0,4,1,8,4
2433,There is a parade with people dressed in costumes.,The people in the parade are all naked.,0,0,0,1,0,1,1,0,0,0,0,0,1,5,0,0,1,0,0,1,2,0,3,2,0,3,2,1,3,2
2434,Man trying to fix a train by leaning into the equipment box.,A man is trying to fix an airplane.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,1,0,0,3,0,0,3,0,7,1,0
2435,A young person doing a bike trick on a trunk of a tree.,A guy does pull ups on the tree branch.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,2,0,1,2,0,1,2,7,5,2
2436,"A woman in a red jacket, with a blue and gold handbag is jumping while smiling on a cobblestone street.",A man is wearing a suit.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2437,A man with long curly hair grimacing as a man uses a clipper on his beard.,A man is smiling.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,0,1,0,3,1,0,2,4,7,6,9
2438,A man on a soccer team with red jerseys is trying to keep the ball away from the opposing player in a yellow jersey.,Nobody is playing a sport.,0,0,0,2,0,1,0,0,0,2,0,0,9,5,2,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2439,Four men float in a blue boat while cattle graze nearby.,The men are standing inside the barn.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,1,0,0,0,0,2,0,0,2,0,0,4,0,1,8,0
2440,A man with a jacket wears headphones standing in front of a directory.,A man stands looking at a giant bug on the wall of his bathroom.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,0,1,0,3,1,0,2,4,7,3,4
2441,A rottweiler carries a very long stick in his mouth through the woods.,The chihuahua sniffed the stick in the woods.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,1,0,1,1,2,1,1,2,1,1,2,2,9,2
2442,A little girl brown hair smiles in the swimming pool.,A child smiles while in the sand.,0,1,1,1,2,0,2,3,1,4,2,4,0,2,9,0,1,0,0,0,0,0,3,0,0,0,1,7,3,5
2443,two boys play in the ocean.,Two boys are laying on towels.,0,0,0,2,0,2,2,0,2,4,2,2,0,7,7,0,1,0,2,1,0,2,3,0,2,3,1,5,3,7
2444,A man on a ladders is cleaning the ceiling with a brush.,A woman is on a ladder.,0,1,0,1,2,1,1,3,0,0,3,0,1,4,0,0,1,0,0,1,2,0,1,2,0,3,2,1,7,2
2445,Several people are playing twister at some type of event.,Some men are gambling at the casino.,0,0,0,2,0,2,0,0,2,2,0,2,9,0,7,0,0,1,0,0,1,0,0,1,0,4,4,1,8,4
2446,An African woman is hanging laundry with two children.,An African woman washes her laundry.,0,1,0,1,2,1,1,3,0,0,3,0,2,9,0,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2447,A toddler is making a splash inside a blue paddling pool.,The toddler is napping.,0,1,1,1,2,0,2,1,1,4,2,4,0,2,9,0,1,0,0,0,0,0,3,0,0,3,1,1,3,5
2448,A little girl in a pink dress holding a hose.,An old woman in a pink dress is holding a hose.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2449,Elderly women making crafts.,The women at 16,0,0,0,2,0,1,0,0,0,2,3,1,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
2450,A man in a blue shirt reads a paper behind a broken seat.,The man has his eyes closed.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,0,1,0,3,1,0,2,4,7,6,9
2451,A man with a thick beard and a plaid shirt is at the keyboard in a band.,A man is the lead singer of the band,0,1,0,1,1,2,0,1,2,2,1,2,6,8,4,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
2452,A young woman wearing a gray shawl is sitting outside working on creating textile.,The women is inside.,0,1,0,1,2,1,1,3,0,0,3,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
2453,"A beach with a blue flag in the ground on a clear day with groups of people walking along the water, one man with a wakeboard.","A beach with a green flag in the ground on a rainy day with groups of people walking on the water, one man with a wakeboard.",0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,1,0,0,1,2,0,1,2,0,1,2,1,0,2
2454,Two men playing guitars are singing at a concert.,The two women are singing at the concert.,0,0,0,2,0,2,0,0,2,2,0,2,6,0,4,0,1,1,0,1,1,0,1,1,0,3,4,1,3,4
2455,Six men sitting around a desk with computers while a woman dressed in a white suit looks through papers.,These people are enjoying the great outdoors while taking a hike.,0,0,0,2,0,2,0,0,2,2,0,2,9,6,1,0,0,0,0,2,0,0,0,0,0,4,0,1,8,8
2456,A kite surfer jumps through the air.,A kite surfer jumps into low Earth orbit.,0,1,0,1,1,1,1,1,0,0,1,0,8,1,0,0,1,0,0,1,2,0,1,2,0,1,2,7,7,2
2457,Young woman dressed in black looks over articles from a street vendor.,A woman is sleep.,0,1,0,1,2,1,1,3,0,0,3,0,1,9,2,0,0,1,0,2,1,0,2,1,0,4,4,7,8,4
2458,Grayhound dog standing in still water.,A dog runs through the grass.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,0,0,1,0,0,1,3,3,1,3,3,2,9,3
2459,A smiling old man with a mustache displays the process of flattening and curing meat.,An old man is playing chess online.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,2,4,7,6,9
2460,A man in a black pirate shirt relaxing on an ornate red and gold couch.,The man watches tv on a black chair.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,1,0,0,0,2,0,3,2,0,2,2,7,1,2
2461,Construction workers in a Spanish town are working on a business outside.,construction workers are sleeping on the job,0,0,0,2,0,1,0,0,0,2,0,0,9,5,2,0,1,0,0,0,0,0,3,0,0,3,0,1,3,0
2462,A boy wearing sneakers is gently kicking a colored soccer ball.,a teenager playing basketball,0,1,0,2,1,1,2,1,0,4,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,1,3,0
2463,A man is showing some mini sculptures,The lady paints a plate.,0,1,0,1,2,1,1,3,0,0,3,0,1,4,0,0,0,0,0,2,0,0,2,0,0,4,0,7,2,0
2464,A young man is skateboarding on a boardwalk while the sun sets behind him.,A man is running home.,0,1,0,1,1,1,1,1,0,0,1,0,1,8,0,0,0,1,0,2,1,0,2,1,0,4,4,7,6,9
2465,A young boy in a blue shirt examining a baby crocodile while at the zoo.,A young boy watching TV.,0,1,0,1,1,1,2,1,0,4,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,1,0,3,5
2466,A man alone on a gravely beach.,Three friends sit together at a picnic table sharing a lunch.,0,1,0,2,1,1,0,1,0,2,1,0,9,1,0,0,0,1,0,2,1,0,2,1,0,4,4,7,2,4
2467,"A white dog in a jump, holding a plate in his mouth.",The dog is green.,1,1,1,0,2,0,3,2,3,3,4,3,5,3,3,1,1,0,1,0,0,1,3,3,1,3,3,2,9,3
2468,Man painting on the street.,A man fixing a pothole on the street.,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,2,0,1,2,0,1,2,7,1,2
2469,Two young girls look at something.,there is two girls playing in the garden,0,0,0,2,0,1,2,0,0,4,2,1,2,7,6,0,1,0,0,0,2,0,0,2,0,0,2,6,5,2
2470,A baby chews on a toy dump truck.,A baby eats baby food.,0,1,1,1,2,0,2,1,1,4,2,4,0,2,9,0,1,0,0,1,2,0,1,2,0,1,2,1,7,2
2471,A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball.,A cat jumps to catch a tennis ball.,1,1,1,0,2,0,3,2,3,3,4,3,7,3,3,1,1,0,1,1,2,1,1,2,1,1,2,2,7,2
